buildingID,zip,,floorarea.SF,buildingtype.STR
cbe_06,94720,us,311786,office
,,,,
LocalDateTime,EnergyConsumption,,,
1/8/2007 14:15,173.52,,,
1/8/2007 14:30,173.52,,,
1/8/2007 14:45,174.42,,,
1/8/2007 15:00,175.32,,,
1/8/2007 15:15,174.78,,,
1/8/2007 15:30,176.04,,,
1/8/2007 15:45,157.32,,,
1/8/2007 16:00,157.14,,,
1/8/2007 16:15,161.82,,,
1/8/2007 16:30,161.82,,,
1/8/2007 16:45,165.42,,,
1/8/2007 17:00,156.24,,,
1/8/2007 17:15,143.64,,,
1/8/2007 17:30,136.62,,,
1/8/2007 17:45,132.84,,,
1/8/2007 18:00,124.02,,,
1/8/2007 18:15,105.12,,,
1/8/2007 18:30,108,,,
1/8/2007 18:45,108.72,,,
1/8/2007 19:00,105.48,,,
1/8/2007 19:15,99,,,
1/8/2007 19:30,98.64,,,
1/8/2007 19:45,101.16,,,
1/8/2007 20:00,103.68,,,
1/8/2007 20:15,97.02,,,
1/8/2007 20:30,90.36,,,
1/8/2007 20:45,85.32,,,
1/8/2007 21:00,82.98,,,
1/8/2007 21:15,80.28,,,
